Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
World,Korki Korkig,501k,0,,,,0,,,1816781.0,826
Not Available,Matt Thomas,331k,17,,,,1,,,3063273.0,672
Not Available,MrV,58,0,,,,0,,,23443240.0,0
"Stockholm, Sverige",maxfloden,13k,2,,,,0,,,2820510.0,214
Not Available,Jesper2908,206,0,,,,0,,,23451048.0,0
Not Available,Sheldon Henneberry,45,0,,,,0,,,23449713.0,0
Not Available,htnc13,41,0,,,,0,,,13130396.0,0
Not Available,Aper,32,0,,,,0,,,23451131.0,0
Not Available,zheric,112k,0,,,,0,,,1293966.0,16
Not Available,shbrainard,14k,0,,,,0,,,2270907.0,17
"Karachi, Pakistan",Mohib Salahuddin Ayubi,9k,0,,,,0,,,9691930.0,31
Not Available,jacksondel,155,0,,,,0,,,23173813.0,0
Not Available,doog_math,235,0,,,,0,,,15822406.0,0
Canada,WhiteRau,75k,0,,,,2,,,901426.0,126
"Minsk, Беларусь",Alexey Zalyotov,9k,7,,,,14,,,11750723.0,"1,240"
"Milwaukee, WI",Jim Geurts,1.6m,10,,,,2,,,3085.0,"1,601"
Not Available,Pavel Shliaha,30k,0,,,,0,,,6499556.0,0
Amsterdam & Barcelona,meaning-matters,2.6m,204,,,,5,,,1971013.0,"2,593"
Not Available,sourav kumar,366,0,,,,0,,,12115014.0,0
Not Available,ufofai123,10k,0,,,,0,,,5043274.0,0
Not Available,Austin,2k,0,,,,0,,,9150977.0,13
Not Available,Simeon Velev,13,0,,,,0,,,23451092.0,0
United Kingdom,Andrew Porritt,54k,0,,,,0,,,1054890.0,4
Not Available,Mateuro,112,0,,,,0,,,23451137.0,0
Not Available,kuba,48,0,,,,0,,,23440442.0,0
Not Available,Greg,7k,0,,,,0,,,9407517.0,7
Not Available,Easy Rhino,9k,0,,,,0,,,4992657.0,3
Not Available,Mark Peters,384k,0,,,,0,,,750968.0,4
Not Available,GGKMNTN,7k,0,,,,0,,,3036737.0,5
"Odisha, India",Arya Prakash,7k,0,,,,0,,,14733279.0,12
"Cardiff, UK",PhilM,9k,0,,,,0,,,19003861.0,148
Not Available,Make Mutistico,251,0,,,,0,,,19855613.0,5
Россия,Malakia,49,0,,,,0,,,23109537.0,0
Italia,S. W. G.,40k,0,,,,0,,,8349736.0,15
"Helsinki, Finland",Sampo Smolander,58k,1,,,,3,,,1115446.0,"1,120"
Not Available,VLostBoy,4.0m,0,,,,0,,,343343.0,36
Israel,urig,1.4m,94,,,,6,,,33404.0,"1,029"
Not Available,Rakesh N,52,0,,,,0,,,23451095.0,0
"Athens, Greece",eMazarakis,21k,0,,,,0,,,11032386.0,7
"Dhaka,Bangladesh.",Md Zihad,10k,0,,,,0,,,13890421.0,25
Not Available,I'll-Be-Back,1.5m,1,,,,3,,,791022.0,572
Not Available,me.at.coding,2.7m,13,,,,0,,,298288.0,385
"Mehsana, Gujarat, India",Nilesh,3.7m,724,,,,10,,,243031.0,"6,662"
Not Available,Gustavo Labrador,44,0,,,,0,,,23405928.0,0
Not Available,user2838966,60k,0,,,,0,,,2838966.0,3
Germany,0xbadf00d,3.7m,0,,,,0,,,547231.0,117
Not Available,DeKekem,69k,0,,,,0,,,7084340.0,0
"Leipzig, Germany",KingKerosin,362k,0,,,,0,,,615288.0,67
Portugal,jojosilva,28,0,,,,0,,,22398373.0,0
Not Available,Sgt.Foose,1k,0,,,,0,,,5949888.0,10
"Montréal, Canada",BerPa,160,0,,,,0,,,18667706.0,0
Not Available,Datha,71k,0,,,,0,,,6623338.0,15
Not Available,Ironword,20,0,,,,0,,,8926342.0,0
"Kanju, Swat, Pakistan",Zakria Khan,1.7m,2,,,,2,,,11585723.0,54
Not Available,Ashok Kumar A,24,0,,,,0,,,23446952.0,0
Not Available,user575219,671k,0,,,,0,,,575219.0,76
Not Available,jremi,707k,1,,,,0,,,1062503.0,222
"Oslo, Norge",StackCanary,11k,0,,,,0,,,9647306.0,38
toronto,Bachalo,2.0m,0,,,,1,,,129899.0,12
Not Available,Sourav Sarkar,56,0,,,,0,,,23398980.0,0
Not Available,Begin,179,0,,,,0,,,21485592.0,0
Not Available,1337_N00B,6k,0,,,,0,,,9802152.0,6
Not Available,seanh0895,0,0,,,,0,,,23450990.0,0
Not Available,Jupiter7889,16,0,,,,0,,,11725558.0,0
Not Available,Hossein Fallah,214k,0,,,,1,,,16304630.0,92
Not Available,GeoffreyB,79k,0,,,,0,,,5426646.0,12
Not Available,Brian Scott,2k,0,,,,0,,,19308455.0,1
"Norfolk, UK",IntoNET,20k,0,,,,1,,,3700477.0,24
Not Available,Dogeer Nawa,0,0,,,,0,,,23443706.0,0
Not Available,Shibo-0001,18,0,,,,0,,,22660847.0,0
Not Available,AzzaM,1k,0,,,,1,,,6337867.0,0
Not Available,Ashtar Ammar,257,0,,,,0,,,7484657.0,0
Not Available,tompave,897k,62,,,,1,,,1586221.0,"1,146"
Not Available,Callum,44k,0,,,,0,,,11586490.0,59
Not Available,dbzx10299,32k,0,,,,0,,,17422582.0,154
Not Available,ahmed ashraf,3k,0,,,,0,,,6028780.0,3
Earth,Alexander,3.0m,791,,,,25,,,3141234.0,"7,816"
Not Available,Kenton Sparks,8k,0,,,,0,,,14442548.0,2
Not Available,SP Apps,94,0,,,,0,,,23429843.0,0
Not Available,DexTr,144,0,,,,0,,,23449056.0,0
Philippines,Jan Ariel San Jose,118k,0,,,,0,,,8348567.0,29
"Cochin, Kerala, India",Ahammed K M,34k,0,,,,0,,,1149245.0,1
"Sheffield, UK",James Huang,15k,0,,,,1,,,12299807.0,135
Not Available,Flexipop,251,0,,,,0,,,19362131.0,0
Germany,Muddyblack k,22k,0,,,,0,,,14170782.0,78
"Saugatuck, Michigan, United States",JAC,82k,0,,,,0,,,2459855.0,22
"Chicago, IL, USA",PraNuta,117k,0,,,,1,,,3780373.0,55
Not Available,vasearar,45,0,,,,0,,,23450888.0,0
Not Available,Pedro Reyes,37,0,,,,0,,,13571456.0,0
"Palo Alto, CA, United States",bgibson,874k,1,,,,0,,,284981.0,433
Not Available,JIm Diaz,22,0,,,,0,,,23430960.0,0
Not Available,Robert Skarżycki,10k,0,,,,0,,,2017882.0,44
Not Available,Mihir Sawant,30,0,,,,0,,,11776104.0,0
Not Available,joesan,1.5m,26,,,,4,,,3102968.0,"2,698"
Not Available,ysaeldev,3k,0,,,,0,,,13990655.0,8
Not Available,Lara Croft,71,0,,,,0,,,23449306.0,0
Not Available,yellowtail_10101,48,0,,,,0,,,23351322.0,0
"Šabac, Serbia",Milan,117k,2,,,,0,,,355985.0,"1,509"
Brazil,FARS,97k,1,,,,1,,,8336150.0,447
Not Available,Jonathan Chevalier,60k,0,,,,0,,,6267537.0,99
"Dublin, Ireland",Seán Healy,1k,1,,,,0,,,15164266.0,5
"Santa Cristina d'Aro, Espanya",Carles Casademunt,155,0,,,,0,,,11480003.0,0
Not Available,night,5k,1,,,,0,,,9954458.0,2
Not Available,MFG,0,0,,,,0,,,23451045.0,0
Not Available,Marko Zadravec,555k,0,,,,0,,,2791346.0,290
Toronto,Sirop4ik,1.7m,18,,,,1,,,5709159.0,"2,004"
Not Available,Sapareshan,79,0,,,,0,,,23268504.0,0
Not Available,R Kishore,3k,0,,,,0,,,11355650.0,0
Not Available,juanmiguel83,63,0,,,,0,,,23450096.0,0
Not Available,pulga,23,0,,,,0,,,11351640.0,0
global,Erik Trautman,988k,1,,,,0,,,1905139.0,216
Paradise,Tallboy,1.6m,32,,,,6,,,794481.0,649
Not Available,Ivan,266k,2,,,,0,,,3878760.0,909
Not Available,SQL Pup,235,0,,,,0,,,15486274.0,0
Latin America,Incerteza,6.9m,1,,,,0,,,2813589.0,"1,013"
"Santa Maria, CA",David,4.4m,8,,,,0,,,83852.0,252
Not Available,Tey44,201,0,,,,0,,,22916748.0,0
Not Available,Apoorv Banega Competitive Code,69,0,,,,0,,,23450842.0,0
Hungary,Franziee,45k,3,,,,0,,,285369.0,444
Nigeria,Mugen,37,0,,,,0,,,8249339.0,0
Not Available,Giancarlo Franco,77,0,,,,0,,,19523054.0,0
Not Available,Shivam Srivastava,74,0,,,,0,,,19156269.0,0
Texas,Zalidane,570,0,,,,0,,,2498051.0,0
Not Available,Ezekiel Cosentino,2k,0,,,,0,,,4635252.0,1
Not Available,witek,53,0,,,,0,,,9880701.0,0
"Miami, FL, USA",Adalid Bori Palma,25k,0,,,,0,,,11308632.0,12
Not Available,uber,1.3m,1,,,,0,,,11401460.0,254
Not Available,Shelby S,72,0,,,,0,,,23429812.0,0
"Berlin, Germany",Jurijs Kovzels,678k,4,,,,2,,,4416181.0,121
Singapore,William,848k,0,,,,0,,,660810.0,76
Cyprus,John Demetriou,825k,17,,,,25,,,1766548.0,"1,981"
Not Available,beshoy saleh,61,0,,,,0,,,23407382.0,0
Not Available,Julia,73,0,,,,0,,,23109010.0,0
Not Available,litturt,14k,0,,,,0,,,779706.0,111
Not Available,Mrg,120,0,,,,0,,,23445416.0,12
Not Available,Pham Hoang Phuc,14,0,,,,0,,,15257022.0,0
Not Available,MadMac,521k,2,,,,0,,,10222449.0,775
Not Available,Bewsbews,31,0,,,,0,,,23448383.0,0
Not Available,Herb adams,361,0,,,,0,,,23003619.0,1
Not Available,Greggy Laloutre,1k,0,,,,0,,,1498903.0,0
Not Available,M Jasso,6k,0,,,,0,,,16101013.0,0
Not Available,StegaDP,25,0,,,,0,,,21053444.0,0
Not Available,user3803131,2k,0,,,,0,,,3803131.0,0
Not Available,lion69,135,0,,,,0,,,15025087.0,0
Not Available,Bruno Avellaneda,30,0,,,,0,,,23450166.0,0
Not Available,wisnia80,4k,0,,,,0,,,7055177.0,5
"Ventura, CA, USA",Donald Herman,83k,0,,,,4,,,821513.0,583
Not Available,Yida Zhang,1k,0,,,,0,,,13949892.0,0
"Faisalabad, Pakistan",shahzaib,0,0,,,,0,,,14598929.0,0
Not Available,Syed Faraz Umar,487k,0,,,,0,,,8120585.0,34
Not Available,André,84k,0,,,,0,,,5645927.0,20
Not Available,strangeQuirks,887k,0,,,,3,,,1009698.0,110
Not Available,A Junior to senior,33,0,,,,0,,,23373063.0,0
"New Delhi, India",Shehbaz Jaffer,316k,0,,,,2,,,1190922.0,463
"Hebron, Palestine",Abozanona,279k,19,,,,20,,,4614264.0,571
Not Available,Izabela Nedyalkova,116,0,,,,0,,,22984206.0,0
Not Available,sparkle,51k,0,,,,0,,,372066.0,8
"Castle Rock, CO, USA",Josh,21k,0,,,,0,,,14056352.0,52
Not Available,Michi,38k,0,,,,0,,,1677905.0,79
"Munich, Germany",Christian Rodemeyer,224k,0,,,,0,,,58985.0,71
"Bangkok, Thailand",holydragon,818k,84,,,,161,,,3701393.0,"5,491"
"Leeds, United Kingdom",Greg B,2.1m,278,,,,12,,,1741868.0,"3,975"
Not Available,Dragos123,5k,0,,,,0,,,17329668.0,4
Not Available,isabelle-smith,113,0,,,,0,,,22182128.0,0
"Rio de Janeiro - RJ, Brasil",Luan Vieira,13k,0,,,,0,,,7033882.0,19
Not Available,EBMRay,7k,0,,,,0,,,12504455.0,1
"Prague, Czechia",Jan Šimek,68k,0,,,,1,,,1585128.0,798
Not Available,biorubenfs,13k,8,,,,0,,,16067905.0,63
Not Available,Benjamin Amador,2k,0,,,,0,,,23054236.0,0
Not Available,Tbates097,0,0,,,,0,,,23450946.0,0
Not Available,GrepThis,52k,0,,,,0,,,10654785.0,26
"Moscow, Россия",Shin,83k,0,,,,0,,,4116043.0,16
"Irvine, CA",DmitrySemenov,5.9m,1,,,,0,,,1233751.0,"2,208"
"O'Fallon, MO, USA",JediSZN,5k,0,,,,0,,,16789841.0,6
Not Available,StaySharp,0,0,,,,0,,,23451004.0,0
Not Available,uglyorgans,989,0,,,,0,,,20318813.0,3
Not Available,Furkan Hıdır,523,0,,,,0,,,22695947.0,0
Not Available,reduf,21k,0,,,,0,,,4398207.0,2
Not Available,TroodoN-Mike,2.4m,2,,,,2,,,1110341.0,636
Not Available,Najlae,0,0,,,,0,,,19972369.0,0
Not Available,Sara,35,0,,,,0,,,23451000.0,0
Not Available,Atul,57,0,,,,0,,,23449528.0,0
Not Available,user23450451,15,0,,,,0,,,23450451.0,0
Not Available,T.P.,10k,0,,,,0,,,9720830.0,0
Not Available,Will Doss,81,0,,,,0,,,22916857.0,0
"Monterrey, México",Eduardo Martínez,11k,0,,,,0,,,7086643.0,17
Not Available,datta900,13k,0,,,,0,,,19350126.0,1
Not Available,Suryanshu,169,0,,,,0,,,23193764.0,0
Mother Russia,zaharpopov,978k,0,,,,0,,,206855.0,117
Southeast US,ogre-dru,79,0,,,,0,,,13298161.0,0
Not Available,Farid Guzman,1k,0,,,,0,,,12440967.0,11
Not Available,Jithin Kv,762,0,,,,0,,,14633009.0,0
Chernivtsi,Vasyl Penteleychuk,853,0,,,,0,,,17045466.0,0
Not Available,barteloma,724k,2,,,,0,,,694716.0,181
Not Available,PowerfullDeveloper,644,0,,,,0,,,17594589.0,3
Not Available,user23450976,75,0,,,,0,,,23450976.0,0
Not Available,David Newman,19,0,,,,0,,,23450889.0,0
Not Available,vs07,4k,1,,,,0,,,21107707.0,39
"Pennsylvania, USA",enjoi4life411,985k,0,,,,0,,,12376007.0,666
"London, UK",icenature,178,0,,,,0,,,12591556.0,4
Not Available,baitendbidz,98k,0,,,,0,,,19698303.0,147
"Hyderabad, Telangana, India",Rishit Sood,2k,0,,,,0,,,14349430.0,7
"Paris, France",Yogi Bear,41k,0,,,,14,,,7871886.0,274
Not Available,Metamouth,85,0,,,,0,,,23450556.0,0
Not Available,Damian_B,11k,0,,,,0,,,10430896.0,1
Not Available,George,1.3m,3,,,,7,,,583464.0,"1,046"
Not Available,ribicapongo,100,0,,,,0,,,23450430.0,1
Not Available,Porter Williams,50,0,,,,0,,,23450295.0,0
Not Available,RatechPlus,10,0,,,,0,,,23449945.0,0
Not Available,Cihad Paksoy,226,0,,,,0,,,7663430.0,17
Not Available,PixelPaul,382k,0,,,,0,,,4272599.0,187
Not Available,gusfring alves,92,0,,,,0,,,23450672.0,0
India,sajesh Nambiar,99k,0,,,,0,,,1000346.0,64
Not Available,portsample,212k,3,,,,0,,,2676598.0,147
Not Available,Abhishek Tanksali,7k,0,,,,0,,,14300326.0,0
Not Available,Fedor Dvornichenko,36,0,,,,0,,,22881538.0,0
Not Available,niar6,6k,0,,,,0,,,18921773.0,0
Not Available,XCELERENT - I want to dance,4k,0,,,,0,,,15447951.0,55
Not Available,Arcturus,93,0,,,,0,,,22638151.0,2
Not Available,De Law,0,0,,,,0,,,23450775.0,0
Not Available,Luke M,116,0,,,,0,,,22180904.0,0
Not Available,Aryan Arora,0,0,,,,0,,,23450778.0,0
Not Available,floriandev,179,0,,,,0,,,21572532.0,7
"California, USA",alittleloopy,4k,0,,,,0,,,11715531.0,18
Not Available,Ziad Ghanem,118,0,,,,0,,,23425019.0,0
"OHIO, USA",always learning,29,0,,,,0,,,10564412.0,0
Not Available,John,125,0,,,,0,,,23398499.0,0
Not Available,Justanothercoder,10k,0,,,,0,,,19296157.0,0
Not Available,Ian Warburton,2.1m,3,,,,0,,,221683.0,"1,622"
Not Available,Brian Heward,24k,0,,,,0,,,2237136.0,47
Not Available,user613832,34k,0,,,,0,,,613832.0,0
"Chicago, IL",ArtK,149k,0,,,,0,,,2611947.0,375
Not Available,gtnbz2nyt,115k,0,,,,0,,,3307217.0,73
Not Available,bajky,31k,0,,,,0,,,4214173.0,84
"Kerala , India",Vishnu R Nair,21k,0,,,,0,,,5123265.0,48
Not Available,manjit,7k,0,,,,0,,,5683297.0,0
Not Available,cjjeeper,134k,0,,,,0,,,1051076.0,3
Not Available,Tiago Vieira,38,0,,,,0,,,23450895.0,0
"Kyiv, Ukraine",VB_,2.5m,0,,,,6,,,2761509.0,"4,966"
"Londrina, Brazil",Caio Kawasaki,433k,5,,,,2,,,2953308.0,280
Not Available,Angelina Gromova,7k,0,,,,0,,,17659375.0,75
Not Available,Napolean,1.6m,1,,,,0,,,1518273.0,90
Not Available,David,37,0,,,,0,,,23450839.0,0
Not Available,gilpach,128k,0,,,,0,,,1270329.0,25
Germany,JAgüero,305k,0,,,,0,,,17681687.0,143
Not Available,Aashbin Sunar,3k,0,,,,0,,,22423324.0,0
"Rijeka, Hrvatska",AntiFalx,3k,0,,,,0,,,13372981.0,5
"Aracaju, Brazil",Allan Juan,190k,10,,,,1,,,12044155.0,350
Bangladesh,md abrar,13k,0,,,,0,,,13834320.0,5
Not Available,n0tis,43k,0,,,,0,,,4612370.0,13
Not Available,anderlaini,356k,0,,,,0,,,4515940.0,429
"Windsor, Ontario, Canada",Arnab Sinha,53k,1,,,,0,,,8385813.0,71
"Ghaziabad, India",Abhistin,60k,0,,,,0,,,14450509.0,6
Not Available,crcr,6k,0,,,,0,,,8203171.0,3
UK,Bayden,288,0,,,,0,,,12042461.0,0
Not Available,Abou Ilyès,5k,0,,,,0,,,14560330.0,9
Not Available,Tamar,59,0,,,,0,,,23450880.0,0
"Dhaka, Bangladesh",Bablu Ahmed,6.1m,61,,,,4,,,6836495.0,"1,528"
Not Available,pimvdb,16.7m,"1,188",,,,40,,,514749.0,"8,410"
Not Available,sereganator,434,0,,,,0,,,9474650.0,0
Not Available,GFB,93,0,,,,0,,,23431001.0,0
Not Available,chhu,285,0,,,,0,,,21449450.0,0
Not Available,Sri Ram,177,0,,,,0,,,23179563.0,0
"London, Canada",Null Pointers etc.,912k,0,,,,0,,,537064.0,6
Not Available,Sibbs Gambling,4.7m,15,,,,40,,,2106753.0,"3,996"
United Kingdom,BugHunterUK,594k,24,,,,15,,,5045227.0,472
India,Jeena,0,0,,,,0,,,2611373.0,0
Not Available,Raphael10,297k,0,,,,0,,,14175733.0,43
Not Available,Rjtaylor,4k,0,,,,0,,,12525654.0,5
Not Available,BeRo,1k,0,,,,0,,,21664620.0,20
Not Available,Lgane,706,0,,,,0,,,18203998.0,36
Israel,Shimon Wiener,227k,0,,,,0,,,1106520.0,97
Not Available,Thomas,23k,0,,,,0,,,8470224.0,0
Not Available,Michael Clerx,308k,2,,,,0,,,423420.0,"1,073"
Not Available,stl4baseball,391,0,,,,0,,,22181013.0,0
"Seattle, WA, USA",Zafar,150k,0,,,,0,,,4835773.0,135
Not Available,Senior,0,0,,,,0,,,23450628.0,0
"Tampa, FL, USA",Daniel Butler,2.7m,19,,,,4,,,7838574.0,"2,092"
Not Available,user924,1.9m,29,,,,4,,,7767664.0,768
"Tel Aviv, Israel",Tom Carmi,125k,4,,,,29,,,10977681.0,608
Not Available,Shubham Kumar,6,0,,,,0,,,17078640.0,0
Not Available,Draco,9k,0,,,,0,,,7355774.0,0
UK,Lewis,840,0,,,,0,,,10568660.0,0
Not Available,St. Jan,78k,5,,,,0,,,1735311.0,354
Not Available,1voy,3k,0,,,,0,,,20250987.0,34
Not Available,Reese Hale,131,0,,,,0,,,20168970.0,0
Not Available,Pudimedo,114,0,,,,0,,,23339392.0,0
Not Available,biomanu,2k,0,,,,0,,,19096970.0,0
Not Available,Student,381,0,,,,0,,,22642050.0,0
Not Available,Prem Mali,860,0,,,,0,,,1480520.0,0
Not Available,Cooper,69,0,,,,0,,,23449384.0,0
Not Available,Duckpedia,176,0,,,,0,,,23441730.0,0
Not Available,Sherif Ebeid,9,0,,,,0,,,23450351.0,0
Not Available,Saiteja Rangi,1k,0,,,,0,,,18223845.0,0
"Homyel, Homiel Province, Belarus",dbzix,9k,0,,,,0,,,1025622.0,178
Not Available,harryw,13,0,,,,0,,,23448371.0,0
Not Available,dev jonston,173,0,,,,0,,,22869297.0,0
Not Available,Makaila Cook,33,0,,,,0,,,23431280.0,0
Not Available,Marty Spallone,2k,0,,,,0,,,561722.0,7
Not Available,BARNOWL,568k,15,,,,2,,,7174241.0,433
My house,Na_Na_Na,253,0,,,,0,,,14438461.0,0
Not Available,Matteo,2k,0,,,,0,,,17040989.0,6
Not Available,Carrot Eater,0,0,,,,0,,,23450630.0,0
Not Available,user2771324,10k,0,,,,0,,,2771324.0,42
Not Available,David Moreau,105,0,,,,0,,,5854089.0,1
Not Available,NorthCantonKen,18,0,,,,0,,,19855267.0,0
Not Available,AlefeRafael,94,0,,,,0,,,23383870.0,0
Not Available,jrheinlaender,49,0,,,,0,,,4525011.0,0
New Zealand,GrayFoxNZ,18k,0,,,,0,,,1371968.0,24
"Oakland, CA, USA",MattHusz,15k,0,,,,1,,,5710525.0,147
"Itabuna, Brazil",Kleber Mota,2.6m,0,,,,18,,,2692962.0,676
Not Available,Keithx,543k,0,,,,0,,,3079439.0,146
"Bangalore, Karnataka, India",shaangon,28k,0,,,,1,,,2122178.0,20
USA,RawSlugs,18k,0,,,,1,,,10917416.0,38
"Kochi, Kerala, India",pystroam,391,0,,,,0,,,10982450.0,0
Not Available,Felix,43,0,,,,0,,,23450837.0,0
"München, Germany",Maritn Ge,270k,5,,,,38,,,12338762.0,174
Not Available,gerard,32k,0,,,,0,,,15975299.0,7
Not Available,NhgrtPlayer,218k,0,,,,0,,,11625446.0,63
Not Available,maddo7,406k,0,,,,0,,,1590345.0,37
Not Available,aidanbh16,570,0,,,,0,,,23400318.0,2
Not Available,Gabriel H,64k,0,,,,0,,,4173227.0,12
Not Available,Donald Martin,883,0,,,,0,,,13491624.0,0
Not Available,scebab,702,0,,,,0,,,15045636.0,0
Not Available,Khilesh Chauhan,127k,2,,,,0,,,9079461.0,62
Argentina,Matías Cánepa,6.4m,28,,,,32,,,702353.0,"1,892"
Not Available,Atul,48k,0,,,,0,,,21014308.0,23
Not Available,sidarth narayanan,365,0,,,,0,,,11710153.0,0
"Leipzig, Germany",David Georg Reichelt,248k,0,,,,0,,,2096209.0,324
Not Available,Andrea-vici,10,0,,,,0,,,23450821.0,0
Not Available,user23450846,12,0,,,,0,,,23450846.0,0
Not Available,Carlos López,10,0,,,,0,,,21435675.0,0
Pakistan,full stuck developer,11,0,,,,0,,,22414965.0,0
Not Available,nuxu,2k,0,,,,0,,,6582828.0,0
Not Available,Simão Horta,104,0,,,,0,,,23450571.0,0
Not Available,Ian Carrick,39k,0,,,,0,,,1248650.0,23
Not Available,Shubham Suryawanshi,21,0,,,,0,,,23425940.0,0
Not Available,padmalcom,185k,0,,,,0,,,2173320.0,69
"San Antonio, TX, USA",pmfith,62k,0,,,,1,,,3923540.0,0
Not Available,tasmicsy,20k,0,,,,0,,,17513134.0,3
Not Available,user1052610,530k,0,,,,0,,,1052610.0,92
Italy,pazz98,13k,0,,,,0,,,9936147.0,3
Not Available,SamuraiK9,28,0,,,,0,,,23397181.0,0
Not Available,pl8nt,652,0,,,,0,,,22395752.0,0
Not Available,Itadori,15,0,,,,0,,,13607566.0,0
Not Available,TheSawe,230,0,,,,0,,,22781012.0,0
USA,THX-1138,1.7m,5,,,,0,,,93422.0,514
Not Available,detroitnatif,54,0,,,,0,,,23446945.0,0
Philippines,rod james,32k,0,,,,0,,,7434025.0,18
Not Available,rhz,80k,0,,,,0,,,6462301.0,48
Not Available,Black Rooster,25,0,,,,0,,,23450458.0,0
"Islamabad, Pakistan",Kamran Khan,527k,1,,,,0,,,4963996.0,49
"Grenoble, France",Tom Cornebize,200k,0,,,,14,,,4110059.0,280
Not Available,user432299,123,0,,,,1,,,13629730.0,0
South of Watford,CtrlZ,356k,7,,,,30,,,17580381.0,"1,311"
USA,fatdollar,31,0,,,,0,,,19080082.0,0
Not Available,TypØ,48,0,,,,0,,,23450141.0,0
Not Available,burningpocket,72,0,,,,0,,,4766448.0,0
Not Available,Starboy,71,0,,,,0,,,23448996.0,0
Not Available,Royce,265,0,,,,0,,,22576049.0,0
Not Available,theIT pro,17,0,,,,0,,,23176068.0,0
Not Available,Federico Rizzi,8,0,,,,0,,,23450503.0,0
Not Available,vexvo,99,0,,,,0,,,18844011.0,0
Not Available,V-O,7k,0,,,,0,,,7862800.0,8
Not Available,Sergey Lagutin,47,0,,,,0,,,20832803.0,0
Not Available,Vitor CP,52,0,,,,0,,,23450742.0,0
Not Available,Lukas,202k,25,,,,0,,,12300287.0,420
Not Available,Weisz Gábor,38,0,,,,0,,,7856371.0,0
Milky Way Galaxy,Platinium,422,0,,,,0,,,11952683.0,16
Not Available,VGA,2k,0,,,,0,,,5386830.0,2
"Halifax, NS, Canada",Andy birada,1k,0,,,,0,,,9544700.0,0
Not Available,MattoMK,113k,0,,,,0,,,4876257.0,66
"St. Petersburg, Russia",CheatEx,174k,0,,,,0,,,599628.0,514
Not Available,Josh Kreifels,29,0,,,,0,,,23449459.0,0
Not Available,Vishnu Pillai,14,0,,,,0,,,23450737.0,0
Not Available,Shukufa Bayramzada,94,0,,,,0,,,23169539.0,0
Not Available,ben37,124,0,,,,0,,,20074211.0,0
Germany,Rapwnzel,16k,8,,,,1,,,7856535.0,39
Not Available,GLHF,1.3m,24,,,,44,,,4302226.0,873
"Berlin, Deutschland",Anthony,228k,0,,,,0,,,7110055.0,86
Not Available,wicki77,185,0,,,,0,,,23259786.0,0
Not Available,user2113260,4k,0,,,,0,,,2113260.0,0
Not Available,Chaz T,31,0,,,,0,,,23450779.0,0
Russia,Igor,2k,0,,,,0,,,3270029.0,0
Not Available,reallycow21,560,0,,,,0,,,22834501.0,4
Not Available,skmcloughlin,474,0,,,,0,,,12585486.0,1
Not Available,TonyStark,6k,0,,,,0,,,1174246.0,12
Jeddah Saudi Arabia,Raz,29,0,,,,0,,,15724693.0,0
Not Available,diet coke,129,0,,,,0,,,23377277.0,0
Not Available,alperenoz,8k,0,,,,0,,,15878013.0,18
United States,Seva Alekseyev,8.9m,85,,,,22,,,219159.0,"2,314"
Not Available,Shilpa,2k,0,,,,0,,,11497139.0,0
Switzerland,ComputerGuy,89,12,,,,0,,,23265882.0,3
United States,zs2020,8.1m,123,,,,92,,,304319.0,645
"Zurich, Switzerland",Martin Studer,295k,1,,,,0,,,1228765.0,34
"Bucaramanga, Santander, Colombia",Cristian Romero,11k,0,,,,0,,,14693804.0,67
Not Available,user21273895,129,0,,,,0,,,21273895.0,0
"Vilnius, Lithuania",Konstantinas.A,69,0,,,,0,,,7297194.0,0
Not Available,jon,86k,0,,,,0,,,3272238.0,335
Not Available,levente.nas,10k,0,,,,0,,,12701196.0,53
Not Available,RedRum69,448,0,,,,0,,,22959676.0,5
Not Available,user1357607,114k,0,,,,0,,,1357607.0,13
"Mountain View, CA, USA",Ennova,29k,0,,,,0,,,576171.0,21
Not Available,Stephen Saw,3k,0,,,,0,,,16608002.0,0
Not Available,t m,21,0,,,,0,,,23450753.0,0
Not Available,user3432681,124k,1,,,,1,,,3432681.0,32
"São Paulo, SP, Brasil",Carlos Junior,2k,0,,,,0,,,9544288.0,0
Not Available,Kunal Goyal,28,0,,,,0,,,4613415.0,0
Not Available,Tim G,122,0,,,,0,,,9131287.0,0
Brazil,Hilder Vitor Lima Pereira,1.1m,9,,,,1,,,2528369.0,199
Not Available,theLost Ip,2k,0,,,,0,,,11219571.0,1
Not Available,DarthMooMancer,72,0,,,,0,,,23231810.0,0
Not Available,Ahmed Khairy,4k,0,,,,0,,,18204079.0,11
Not Available,Clément Masson,105,0,,,,0,,,23407380.0,0
"Zaragoza, España",Marquez_32,102,0,,,,0,,,17122207.0,0
San Francisco,Michael,158k,0,,,,0,,,1239405.0,19
"Hyderabad, India",nikhil,200k,0,,,,0,,,1852526.0,341
Not Available,Swapot,129,0,,,,0,,,23295011.0,0
Not Available,bernspedras,3k,0,,,,0,,,15611765.0,0
Not Available,Stephen Peters,1k,0,,,,0,,,9447181.0,0
Not Available,24sharon,335k,0,,,,0,,,1230198.0,31
Not Available,dogakorkmaz,8k,0,,,,0,,,21720378.0,0
Not Available,Greg Gregerson,258,0,,,,0,,,2807935.0,0
